nohup: ignoring input
=== Stage 1: Energy-Only Training (v6.0) ===
Data: 2020-01-01 to 2023-12-31
Device: cuda
Total steps: 1000000
Max grad norm: 1.0
LR: actor=0.0003 critic=0.0003 ttfe=0.0003
τ_gumbel: 1.0 → 0.1
Enriched obs: TTFE=36-dim input, obs_dim=108, static_dim=32
Warming up for 1000 steps...
Step   45000/1000000 | ep=545 | critic=2.1066 | actor=-20.7967 | alpha=0.1643 | avg_reward=-17.3 | avg_raw_reward=70.6 | avg_soc=8.33 | grad_c=19.608 [q1=13.2 q2=14.5] | grad_a=0.406 | grad_t=0.169 [proj=0.1 attn=0.1] | mode=[ch=34% dc=40% id=26%] | tau_g=0.960 | 23.0 steps/s | pct24h=0.25 z24h=-0.83 da_rt=0.0045
Step   46000/1000000 | ep=557 | critic=1.0761 | actor=-22.1756 | alpha=0.1592 | avg_reward=-31.7 | avg_raw_reward=-6.3 | avg_soc=6.22 | grad_c=15.652 [q1=12.5 q2=9.4] | grad_a=0.582 | grad_t=0.088 [proj=0.0 attn=0.1] | mode=[ch=19% dc=35% id=45%] | tau_g=0.959 | 23.0 steps/s | pct24h=0.57 z24h=0.33 da_rt=0.0029
Step   47000/1000000 | ep=565 | critic=3.9429 | actor=-22.2218 | alpha=0.1524 | avg_reward=-18.2 | avg_raw_reward=15.9 | avg_soc=6.47 | grad_c=26.938 [q1=21.0 q2=16.8] | grad_a=0.497 | grad_t=0.047 [proj=0.0 attn=0.0] | mode=[ch=32% dc=38% id=29%] | tau_g=0.958 | 23.0 steps/s | pct24h=0.51 z24h=-0.14 da_rt=0.0313
Step   48000/1000000 | ep=571 | critic=1.8262 | actor=-23.7833 | alpha=0.1512 | avg_reward=-6.9 | avg_raw_reward=34.5 | avg_soc=6.41 | grad_c=16.508 [q1=6.9 q2=15.0] | grad_a=0.321 | grad_t=0.038 [proj=0.0 attn=0.0] | mode=[ch=37% dc=37% id=25%] | tau_g=0.957 | 23.0 steps/s | pct24h=0.64 z24h=0.13 da_rt=0.0106
Step   49000/1000000 | ep=581 | critic=2.5623 | actor=-20.2933 | alpha=0.1490 | avg_reward=-19.6 | avg_raw_reward=60.3 | avg_soc=6.27 | grad_c=9.075 [q1=6.5 q2=6.3] | grad_a=0.446 | grad_t=0.133 [proj=0.0 attn=0.1] | mode=[ch=26% dc=40% id=35%] | tau_g=0.956 | 23.0 steps/s | pct24h=0.51 z24h=0.01 da_rt=-0.0007
Step   50000/1000000 | ep=587 | critic=1.4704 | actor=-20.7823 | alpha=0.1494 | avg_reward=-9.4 | avg_raw_reward=76.7 | avg_soc=7.25 | grad_c=8.841 [q1=5.5 q2=6.9] | grad_a=0.404 | grad_t=0.089 [proj=0.1 attn=0.1] | mode=[ch=38% dc=38% id=23%] | tau_g=0.955 | 23.0 steps/s | pct24h=0.41 z24h=-0.32 da_rt=0.0005
  Checkpoint saved: checkpoints/stage1_v60/checkpoint_step50000.pt
Step   51000/1000000 | ep=596 | critic=1.0810 | actor=-20.1542 | alpha=0.1442 | avg_reward=-11.3 | avg_raw_reward=28.4 | avg_soc=8.67 | grad_c=14.379 [q1=10.3 q2=10.0] | grad_a=0.523 | grad_t=0.170 [proj=0.1 attn=0.2] | mode=[ch=30% dc=40% id=29%] | tau_g=0.954 | 23.0 steps/s | pct24h=0.25 z24h=-0.92 da_rt=-0.0031
Step   52000/1000000 | ep=603 | critic=3.2529 | actor=-20.9303 | alpha=0.1435 | avg_reward=-10.6 | avg_raw_reward=29.5 | avg_soc=5.78 | grad_c=8.615 [q1=6.6 q2=5.5] | grad_a=0.411 | grad_t=0.090 [proj=0.1 attn=0.1] | mode=[ch=36% dc=36% id=28%] | tau_g=0.953 | 23.0 steps/s | pct24h=0.33 z24h=-0.60 da_rt=-0.0000
Step   53000/1000000 | ep=608 | critic=3.0668 | actor=-19.6673 | alpha=0.1428 | avg_reward=-10.4 | avg_raw_reward=28.1 | avg_soc=7.98 | grad_c=18.011 [q1=15.2 q2=9.7] | grad_a=0.921 | grad_t=0.199 [proj=0.0 attn=0.2] | mode=[ch=31% dc=34% id=34%] | tau_g=0.952 | 23.0 steps/s | pct24h=0.31 z24h=-0.49 da_rt=0.0038
Step   54000/1000000 | ep=616 | critic=1.5275 | actor=-19.2545 | alpha=0.1449 | avg_reward=-15.1 | avg_raw_reward=25.1 | avg_soc=9.34 | grad_c=27.328 [q1=16.3 q2=22.0] | grad_a=0.772 | grad_t=0.110 [proj=0.1 attn=0.1] | mode=[ch=33% dc=35% id=32%] | tau_g=0.951 | 23.0 steps/s | pct24h=0.36 z24h=-0.47 da_rt=0.0040
Step   55000/1000000 | ep=628 | critic=2.3315 | actor=-19.3838 | alpha=0.1469 | avg_reward=8.9 | avg_raw_reward=242.4 | avg_soc=9.17 | grad_c=23.622 [q1=16.4 q2=17.0] | grad_a=0.564 | grad_t=0.130 [proj=0.0 attn=0.1] | mode=[ch=48% dc=41% id=11%] | tau_g=0.951 | 22.9 steps/s | pct24h=0.56 z24h=-0.09 da_rt=0.0052
Step   56000/1000000 | ep=635 | critic=5.8474 | actor=-18.6613 | alpha=0.1459 | avg_reward=-7.5 | avg_raw_reward=39.1 | avg_soc=7.55 | grad_c=16.232 [q1=7.8 q2=14.3] | grad_a=0.404 | grad_t=0.089 [proj=0.1 attn=0.1] | mode=[ch=40% dc=39% id=20%] | tau_g=0.950 | 22.9 steps/s | pct24h=0.52 z24h=0.12 da_rt=0.0020
Step   57000/1000000 | ep=642 | critic=1.2401 | actor=-19.8851 | alpha=0.1530 | avg_reward=1.9 | avg_raw_reward=57.6 | avg_soc=7.64 | grad_c=10.774 [q1=8.7 q2=6.4] | grad_a=0.490 | grad_t=0.176 [proj=0.1 attn=0.2] | mode=[ch=33% dc=38% id=29%] | tau_g=0.949 | 23.0 steps/s | pct24h=0.30 z24h=-0.49 da_rt=0.0004
Step   58000/1000000 | ep=658 | critic=1.9797 | actor=-20.6521 | alpha=0.1533 | avg_reward=-14.6 | avg_raw_reward=39.2 | avg_soc=8.91 | grad_c=14.289 [q1=7.2 q2=12.3] | grad_a=0.811 | grad_t=0.108 [proj=0.1 attn=0.1] | mode=[ch=52% dc=39% id=8%] | tau_g=0.948 | 23.0 steps/s | pct24h=0.49 z24h=0.17 da_rt=0.0121
